scenario	run_a (green31)	run_b (green32)	run_c (green33)	mean	a_b_diff	a_b_MR	a_c_diff	a_c_MR	a_b_mean	a_b_MR_bar	a_b_UCL	a_c_mean	a_c_MR_bar	a_c_UCL	flag	note
No component no existing	547742	236469	384110	=AVERAGE(B2:D2)	=ABS(B2-C2)		=ABS(B2-D2)		=AVERAGEIF($F$2:$F$61,">0")	=AVERAGE($G$3:$G$61)	=$J$2+2.66*$K$2	=AVERAGEIF($H$2:$H$61,">0")	=AVERAGE($I$3:$I$61)	=$M$2+2.66*$N$2	=IF(OR(F2>$L$2,H2>$O$2),"out","")	First scenario; sets up the test automation that subsequent scenarios reuse
Has component has existing step definition	418837	421650	613000	=AVERAGE(B13:D13)	=ABS(B13-C13)	=IF(AND(F13>0,F12>0),ABS(F13-F12),"")	=ABS(B13-D13)	=IF(AND(H13>0,H12>0),ABS(H13-H12),"")							=IF(OR(F13>$L$2,H13>$O$2),"out","")
Has component has existing step definition and step object proposals	0	329714	0	=AVERAGE(B14:D14)	=ABS(B14-C14)	=IF(AND(F14>0,F13>0),ABS(F14-F13),"")	=ABS(B14-D14)	=IF(AND(H14>0,H13>0),ABS(H14-H13),"")							=IF(OR(F14>$L$2,H14>$O$2),"out","")
No component has existing step definition	0	0	0	=AVERAGE(B15:D15)	=ABS(B15-C15)	=IF(AND(F15>0,F14>0),ABS(F15-F14),"")	=ABS(B15-D15)	=IF(AND(H15>0,H14>0),ABS(H15-H14),"")							=IF(OR(F15>$L$2,H15>$O$2),"out","")	Covered transitively
No existing step object	0	0	0	=AVERAGE(B16:D16)	=ABS(B16-C16)	=IF(AND(F16>0,F15>0),ABS(F16-F15),"")	=ABS(B16-D16)	=IF(AND(H16>0,H15>0),ABS(H16-H15),"")							=IF(OR(F16>$L$2,H16>$O$2),"out","")	Covered transitively
No existing step definition	0	0	0	=AVERAGE(B17:D17)	=ABS(B17-C17)	=IF(AND(F17>0,F16>0),ABS(F17-F16),"")	=ABS(B17-D17)	=IF(AND(H17>0,H16>0),ABS(H17-H16),"")							=IF(OR(F17>$L$2,H17>$O$2),"out","")	Covered transitively
Has existing step definition without parameters	0	0	0	=AVERAGE(B18:D18)	=ABS(B18-C18)	=IF(AND(F18>0,F17>0),ABS(F18-F17),"")	=ABS(B18-D18)	=IF(AND(H18>0,H17>0),ABS(H18-H17),"")							=IF(OR(F18>$L$2,H18>$O$2),"out","")	Covered transitively
Has existing step definition with parameters	456256	767454	242781	=AVERAGE(B19:D19)	=ABS(B19-C19)	=IF(AND(F19>0,F18>0),ABS(F19-F18),"")	=ABS(B19-D19)	=IF(AND(H19>0,H18>0),ABS(H19-H18),"")							=IF(OR(F19>$L$2,H19>$O$2),"out","")
Has existing step definition with Content parameter	246456	301285	106215	=AVERAGE(B20:D20)	=ABS(B20-C20)	=IF(AND(F20>0,F19>0),ABS(F20-F19),"")	=ABS(B20-D20)	=IF(AND(H20>0,H19>0),ABS(H20-H19),"")							=IF(OR(F20>$L$2,H20>$O$2),"out","")
Header row Cell names should start with a capital letter validation	368317	342678	231386	=AVERAGE(B21:D21)	=ABS(B21-C21)	=IF(AND(F21>0,F20>0),ABS(F21-F20),"")	=ABS(B21-D21)	=IF(AND(H21>0,H20>0),ABS(H21-H20),"")							=IF(OR(F21>$L$2,H21>$O$2),"out","")
Body row Cell names can be any case validation	324450	317332	160840	=AVERAGE(B22:D22)	=ABS(B22-C22)	=IF(AND(F22>0,F21>0),ABS(F22-F21),"")	=ABS(B22-D22)	=IF(AND(H22>0,H21>0),ABS(H22-H21),"")							=IF(OR(F22>$L$2,H22>$O$2),"out","")
Test suite name should start with a capital letter validation	201978	264244	179026	=AVERAGE(B23:D23)	=ABS(B23-C23)	=IF(AND(F23>0,F22>0),ABS(F23-F22),"")	=ABS(B23-D23)	=IF(AND(H23>0,H22>0),ABS(H23-H22),"")							=IF(OR(F23>$L$2,H23>$O$2),"out","")
Test case name should start with a capital letter validation	159472	247867	161694	=AVERAGE(B24:D24)	=ABS(B24-C24)	=IF(AND(F24>0,F23>0),ABS(F24-F23),"")	=ABS(B24-D24)	=IF(AND(H24>0,H23>0),ABS(H24-H23),"")							=IF(OR(F24>$L$2,H24>$O$2),"out","")
Test step must have a valid object name validation	392014	422167	400941	=AVERAGE(B25:D25)	=ABS(B25-C25)	=IF(AND(F25>0,F24>0),ABS(F25-F24),"")	=ABS(B25-D25)	=IF(AND(H25>0,H24>0),ABS(H25-H24),"")							=IF(OR(F25>$L$2,H25>$O$2),"out","")
Test step must have a valid step definition name validation	271528	253862	204642	=AVERAGE(B26:D26)	=ABS(B26-C26)	=IF(AND(F26>0,F25>0),ABS(F26-F25),"")	=ABS(B26-D26)	=IF(AND(H26>0,H25>0),ABS(H26-H25),"")							=IF(OR(F26>$L$2,H26>$O$2),"out","")
The first step needs to have a component specified validation	0	0	0	=AVERAGE(B27:D27)	=ABS(B27-C27)	=IF(AND(F27>0,F26>0),ABS(F27-F26),"")	=ABS(B27-D27)	=IF(AND(H27>0,H26>0),ABS(H27-H26),"")							=IF(OR(F27>$L$2,H27>$O$2),"out","")	Covered transitively
No component in the first step triggers an error validation	445171	325833	205891	=AVERAGE(B28:D28)	=ABS(B28-C28)	=IF(AND(F28>0,F27>0),ABS(F28-F27),"")	=ABS(B28-D28)	=IF(AND(H28>0,H27>0),ABS(H28-H27),"")							=IF(OR(F28>$L$2,H28>$O$2),"out","")
With Path Resolution	257687	0	0	=AVERAGE(B29:D29)	=ABS(B29-C29)	=IF(AND(F29>0,F28>0),ABS(F29-F28),"")	=ABS(B29-D29)	=IF(AND(H29>0,H28>0),ABS(H29-H28),"")							=IF(OR(F29>$L$2,H29>$O$2),"out","")
Without Path Resolution	0	0	0	=AVERAGE(B30:D30)	=ABS(B30-C30)	=IF(AND(F30>0,F29>0),ABS(F30-F29),"")	=ABS(B30-D30)	=IF(AND(H30>0,H29>0),ABS(H30-H29),"")							=IF(OR(F30>$L$2,H30>$O$2),"out","")	Section folder in scenarios graph; no scenario body required
This object doesn't exist validation	558800	571704	321451	=AVERAGE(B31:D31)	=ABS(B31-C31)	=IF(AND(F31>0,F30>0),ABS(F31-F30),"")	=ABS(B31-D31)	=IF(AND(H31>0,H30>0),ABS(H31-H30),"")							=IF(OR(F31>$L$2,H31>$O$2),"out","")
This object step definition doesn't exist validation	254829	246456	93857	=AVERAGE(B32:D32)	=ABS(B32-C32)	=IF(AND(F32>0,F31>0),ABS(F32-F31),"")	=ABS(B32-D32)	=IF(AND(H32>0,H31>0),ABS(H32-H31),"")							=IF(OR(F32>$L$2,H32>$O$2),"out","")
This object step definition parameter set doesn't exist validation	301586	265303	226288	=AVERAGE(B33:D33)	=ABS(B33-C33)	=IF(AND(F33>0,F32>0),ABS(F33-F32),"")	=ABS(B33-D33)	=IF(AND(H33>0,H32>0),ABS(H33-H32),"")							=IF(OR(F33>$L$2,H33>$O$2),"out","")
This object step definition text parameter exists validation	0	0	0	=AVERAGE(B34:D34)	=ABS(B34-C34)	=IF(AND(F34>0,F33>0),ABS(F34-F33),"")	=ABS(B34-D34)	=IF(AND(H34>0,H33>0),ABS(H34-H33),"")							=IF(OR(F34>$L$2,H34>$O$2),"out","")	Covered transitively
This object step definition text parameter exists with other parameters validation	0	0	0	=AVERAGE(B35:D35)	=ABS(B35-C35)	=IF(AND(F35>0,F34>0),ABS(F35-F34),"")	=ABS(B35-D35)	=IF(AND(H35>0,H34>0),ABS(H35-H34),"")							=IF(OR(F35>$L$2,H35>$O$2),"out","")	Covered transitively
This object exists validation	0	0	0	=AVERAGE(B36:D36)	=ABS(B36-C36)	=IF(AND(F36>0,F35>0),ABS(F36-F35),"")	=ABS(B36-D36)	=IF(AND(H36>0,H35>0),ABS(H36-H35),"")							=IF(OR(F36>$L$2,H36>$O$2),"out","")	Covered transitively
This object step definition exists validation	0	0	0	=AVERAGE(B37:D37)	=ABS(B37-C37)	=IF(AND(F37>0,F36>0),ABS(F37-F36),"")	=ABS(B37-D37)	=IF(AND(H37>0,H36>0),ABS(H37-H36),"")							=IF(OR(F37>$L$2,H37>$O$2),"out","")	Covered transitively
This object step definition parameter set exists validation	0	0	0	=AVERAGE(B38:D38)	=ABS(B38-C38)	=IF(AND(F38>0,F37>0),ABS(F38-F37),"")	=ABS(B38-D38)	=IF(AND(H38>0,H37>0),ABS(H38-H37),"")							=IF(OR(F38>$L$2,H38>$O$2),"out","")	Covered transitively
This object step definition text parameter doesn't exist validation	383997	522524	294356	=AVERAGE(B39:D39)	=ABS(B39-C39)	=IF(AND(F39>0,F38>0),ABS(F39-F38),"")	=ABS(B39-D39)	=IF(AND(H39>0,H38>0),ABS(H39-H38),"")							=IF(OR(F39>$L$2,H39>$O$2),"out","")
Cell name should start with a capital letter quickfix	634294	769011	240537	=AVERAGE(B40:D40)	=ABS(B40-C40)	=IF(AND(F40>0,F39>0),ABS(F40-F39),"")	=ABS(B40-D40)	=IF(AND(H40>0,H39>0),ABS(H40-H39),"")							=IF(OR(F40>$L$2,H40>$O$2),"out","")
Body row Cell names can be any case quickfix	0	0	0	=AVERAGE(B41:D41)	=ABS(B41-C41)	=IF(AND(F41>0,F40>0),ABS(F41-F40),"")	=ABS(B41-D41)	=IF(AND(H41>0,H40>0),ABS(H41-H40),"")							=IF(OR(F41>$L$2,H41>$O$2),"out","")	Covered transitively
Test suite name should start with a capital letter quickfix	210882	268160	185586	=AVERAGE(B42:D42)	=ABS(B42-C42)	=IF(AND(F42>0,F41>0),ABS(F42-F41),"")	=ABS(B42-D42)	=IF(AND(H42>0,H41>0),ABS(H42-H41),"")							=IF(OR(F42>$L$2,H42>$O$2),"out","")
Test case name should start with a capital letter quickfix	189863	183739	132215	=AVERAGE(B43:D43)	=ABS(B43-C43)	=IF(AND(F43>0,F42>0),ABS(F43-F42),"")	=ABS(B43-D43)	=IF(AND(H43>0,H42>0),ABS(H43-H42),"")							=IF(OR(F43>$L$2,H43>$O$2),"out","")
Test step must have a valid object name quickfix	0	0	0	=AVERAGE(B44:D44)	=ABS(B44-C44)	=IF(AND(F44>0,F43>0),ABS(F44-F43),"")	=ABS(B44-D44)	=IF(AND(H44>0,H43>0),ABS(H44-H43),"")							=IF(OR(F44>$L$2,H44>$O$2),"out","")	Covered transitively
Test step must have a valid step definition name quickfix	0	0	0	=AVERAGE(B45:D45)	=ABS(B45-C45)	=IF(AND(F45>0,F44>0),ABS(F45-F44),"")	=ABS(B45-D45)	=IF(AND(H45>0,H44>0),ABS(H45-H44),"")							=IF(OR(F45>$L$2,H45>$O$2),"out","")	Covered transitively
The first step needs to have a component specified quickfix	0	0	0	=AVERAGE(B46:D46)	=ABS(B46-C46)	=IF(AND(F46>0,F45>0),ABS(F46-F45),"")	=ABS(B46-D46)	=IF(AND(H46>0,H45>0),ABS(H46-H45),"")							=IF(OR(F46>$L$2,H46>$O$2),"out","")	Covered transitively
No component in the first step triggers an error quickfix	0	0	0	=AVERAGE(B47:D47)	=ABS(B47-C47)	=IF(AND(F47>0,F46>0),ABS(F47-F46),"")	=ABS(B47-D47)	=IF(AND(H47>0,H46>0),ABS(H47-H46),"")							=IF(OR(F47>$L$2,H47>$O$2),"out","")	Covered transitively
This object doesn't exist quickfix	0	452855	315714	=AVERAGE(B48:D48)	=ABS(B48-C48)	=IF(AND(F48>0,F47>0),ABS(F48-F47),"")	=ABS(B48-D48)	=IF(AND(H48>0,H47>0),ABS(H48-H47),"")							=IF(OR(F48>$L$2,H48>$O$2),"out","")
This object step definition doesn't exist quickfix	0	290050	277357	=AVERAGE(B49:D49)	=ABS(B49-C49)	=IF(AND(F49>0,F48>0),ABS(F49-F48),"")	=ABS(B49-D49)	=IF(AND(H49>0,H48>0),ABS(H49-H48),"")							=IF(OR(F49>$L$2,H49>$O$2),"out","")
This object step definition exists quickfix	0	196318	213527	=AVERAGE(B50:D50)	=ABS(B50-C50)	=IF(AND(F50>0,F49>0),ABS(F50-F49),"")	=ABS(B50-D50)	=IF(AND(H50>0,H49>0),ABS(H50-H49),"")							=IF(OR(F50>$L$2,H50>$O$2),"out","")
This object step definition parameter set doesn't exist quickfix	0	241066	252665	=AVERAGE(B51:D51)	=ABS(B51-C51)	=IF(AND(F51>0,F50>0),ABS(F51-F50),"")	=ABS(B51-D51)	=IF(AND(H51>0,H50>0),ABS(H51-H50),"")							=IF(OR(F51>$L$2,H51>$O$2),"out","")
This object step definition parameter set exists quickfix	0	0	143517	=AVERAGE(B52:D52)	=ABS(B52-C52)	=IF(AND(F52>0,F51>0),ABS(F52-F51),"")	=ABS(B52-D52)	=IF(AND(H52>0,H51>0),ABS(H52-H51),"")							=IF(OR(F52>$L$2,H52>$O$2),"out","")
This object step definition text parameter doesn't exist quickfix	0	311375	258617	=AVERAGE(B53:D53)	=ABS(B53-C53)	=IF(AND(F53>0,F52>0),ABS(F53-F52),"")	=ABS(B53-D53)	=IF(AND(H53>0,H52>0),ABS(H53-H52),"")							=IF(OR(F53>$L$2,H53>$O$2),"out","")
This object step definition text parameter exists quickfix	0	0	0	=AVERAGE(B54:D54)	=ABS(B54-C54)	=IF(AND(F54>0,F53>0),ABS(F54-F53),"")	=ABS(B54-D54)	=IF(AND(H54>0,H53>0),ABS(H54-H53),"")							=IF(OR(F54>$L$2,H54>$O$2),"out","")	Covered transitively
Cell name should start with a capital letter generation	856416	300272	394003	=AVERAGE(B55:D55)	=ABS(B55-C55)	=IF(AND(F55>0,F54>0),ABS(F55-F54),"")	=ABS(B55-D55)	=IF(AND(H55>0,H54>0),ABS(H55-H54),"")							=IF(OR(F55>$L$2,H55>$O$2),"out","")
Test suite name should start with a capital letter generation	490554	0	0	=AVERAGE(B56:D56)	=ABS(B56-C56)	=IF(AND(F56>0,F55>0),ABS(F56-F55),"")	=ABS(B56-D56)	=IF(AND(H56>0,H55>0),ABS(H56-H55),"")							=IF(OR(F56>$L$2,H56>$O$2),"out","")
Test case name should start with a capital letter generation	244860	0	0	=AVERAGE(B57:D57)	=ABS(B57-C57)	=IF(AND(F57>0,F56>0),ABS(F57-F56),"")	=ABS(B57-D57)	=IF(AND(H57>0,H56>0),ABS(H57-H56),"")							=IF(OR(F57>$L$2,H57>$O$2),"out","")
This object doesn't exist generation	0	365643	356979	=AVERAGE(B58:D58)	=ABS(B58-C58)	=IF(AND(F58>0,F57>0),ABS(F58-F57),"")	=ABS(B58-D58)	=IF(AND(H58>0,H57>0),ABS(H58-H57),"")							=IF(OR(F58>$L$2,H58>$O$2),"out","")
This object step definition doesn't exist generation	0	393554	236570	=AVERAGE(B59:D59)	=ABS(B59-C59)	=IF(AND(F59>0,F58>0),ABS(F59-F58),"")	=ABS(B59-D59)	=IF(AND(H59>0,H58>0),ABS(H59-H58),"")							=IF(OR(F59>$L$2,H59>$O$2),"out","")
This object step definition parameter set doesn't exist generation	0	421396	0	=AVERAGE(B60:D60)	=ABS(B60-C60)	=IF(AND(F60>0,F59>0),ABS(F60-F59),"")	=ABS(B60-D60)	=IF(AND(H60>0,H59>0),ABS(H60-H59),"")							=IF(OR(F60>$L$2,H60>$O$2),"out","")
This object step definition text parameter doesn't exist generation	0	331091	166998	=AVERAGE(B61:D61)	=ABS(B61-C61)	=IF(AND(F61>0,F60>0),ABS(F61-F60),"")	=ABS(B61-D61)	=IF(AND(H61>0,H60>0),ABS(H61-H60),"")							=IF(OR(F61>$L$2,H61>$O$2),"out","")
